track_name,track_artist,valence,energy,track_album_name,track_href,track_album_release_date,track_popularity
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,0.605,0.853,Backstreet's Back,https://api.spotify.com/v1/tracks/1di1BEgJYzPvXUuinsYJGP,1997-08-12,74
Like a Prayer,Madonna,0.26,0.842,Celebration (double disc version),https://api.spotify.com/v1/tracks/1z3ugFmUKoCzGsI6jdY4Ci,2009-09-18,74
Hot N Cold,Katy Perry,0.861,0.842,One Of The Boys,https://api.spotify.com/v1/tracks/0iGckQFyv6svOfAbAY9aWJ,2008-06-17,74
Bye Bye Bye,*NSYNC,0.879,0.928,No Strings Attached,https://api.spotify.com/v1/tracks/4r8lRYnoOGdEi6YyI5OC1o,2000-03-21,74
Hot In Herre,Nelly,0.911,0.741,Nellyville,https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY,2002-06-25,74
Take A Chance On Me,ABBA,0.924,0.675,The Album,https://api.spotify.com/v1/tracks/5BckPAYcKEJuYs1eV1BHHe,1977,74
Barbie Girl,Aqua,0.962,0.879,Aquarium (Special Edition),https://api.spotify.com/v1/tracks/5ZrDlcxIDZyjOzHdYW1ydr,1997-01-01,74
Give It To Me,"Timbaland, Justin Timberlake, Nelly Furtado",0.815,0.711,Shock Value,https://api.spotify.com/v1/tracks/0wbDgMuAoy7O7pL3a69uZx,2007-04-02,74
Just Can't Get Enough,Depeche Mode,0.919,0.772,Speak and Spell (Deluxe),https://api.spotify.com/v1/tracks/0qi4b1l0eT3jpzeNHeFXDT,1981-11-02,74
Stayin' Alive,Bee Gees,0.641,0.535,Staying Alive (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4UDmDIqJIbrW0hMBQMFOsM,1977-12-13,74
Return of the Mack,Mark Morrison,0.612,0.833,Return of the Mack,https://api.spotify.com/v1/tracks/3jDdpx9PMlfMBS5tOBHFm9,1996-04-22,73
Don't Stop 'Til You Get Enough,Michael Jackson,0.947,0.821,Off the Wall,https://api.spotify.com/v1/tracks/46eu3SBuFCXWsPT39Yg3tJ,1979-08-10,73
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,0.967,0.495,Who Loves You,https://api.spotify.com/v1/tracks/1hQFF33xi8ruavZNyovtUN,1975,73
Don't Worry (with Ray Dalton) - Radio Edit,"Madcon, Ray Dalton",0.733,0.699,Don't Worry (feat. Ray Dalton),https://api.spotify.com/v1/tracks/63CSozvYUEudPp12679UVF,2015-04-10,73
Livin' la Vida Loca,Ricky Martin,0.933,0.954,Ricky Martin,https://api.spotify.com/v1/tracks/0Ph6L4l8dYUuXFmb71Ajnd,1999,73
Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",0.843,0.599,Blurred Lines (Deluxe),https://api.spotify.com/v1/tracks/0n4bITAu0Y0nigrz3MFJMb,2013-01-01,73
4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna, Justin Timberlake, Timbaland",0.767,0.931,Celebration (double disc version),https://api.spotify.com/v1/tracks/1oHClQEgDmmbcEx12Kc5nZ,2009-09-18,73
Call on Me - Radio Mix,Eric Prydz,0.447,0.837,Call on Me (Radio Mix),https://api.spotify.com/v1/tracks/1xNcBAoUw8Hz6LqK2jt4Ff,2004-09-10,73
Best of My Love,The Emotions,0.97,0.713,Rejoice,https://api.spotify.com/v1/tracks/2M2WJ7gBlcKNxdhyfPp9zY,1977-06-10,73
Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,"Bingo Players, Far East Movement",0.72,0.985,Get Up (Rattle) [feat. Far East Movement],https://api.spotify.com/v1/tracks/3wLPRjw2XQpmowqXUXb3UF,2012-12-08,72
Kiss,Prince,0.742,0.271,Parade - Music from the Motion Picture Under the Cherry Moon,https://api.spotify.com/v1/tracks/62LJFaYihsdVrrkgUOJC05,1986-03-31,73
Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",0.552,0.876,Nothing but the Beat (Ultimate Edition),https://api.spotify.com/v1/tracks/7ks6AZmFcm3Y6PGGxGSmlB,2012-12-07,72
I Kissed A Girl,Katy Perry,0.696,0.76,One Of The Boys,https://api.spotify.com/v1/tracks/14iN3o8ptQ8cFVZTEmyQRV,2008-06-17,72
Miami,Will Smith,0.89,0.534,Big Willie Style,https://api.spotify.com/v1/tracks/6e8Ou0wiqAzIpWb2eSxll8,1997-10-03,72
Coco Jamboo,Mr. President,0.965,0.838,We See The Same Sun,https://api.spotify.com/v1/tracks/5fRvePkRGdpn2nKacG7I6d,1996-05-17,72
Born to Be Alive - The Original,Patrick Hernandez,0.808,0.868,Born to Be Alive (The Original),https://api.spotify.com/v1/tracks/3XIEWK1V9n25PS9Vb6axj5,1978,72
Music Sounds Better With You - Radio Edit,"Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter",0.359,0.662,Music Sounds Better With You,https://api.spotify.com/v1/tracks/1mv4lh1rW1K6xhxhJmEezy,1998-07-20,72
Gangnam Style (강남스타일),PSY,0.749,0.937,Gangnam Style (강남스타일),https://api.spotify.com/v1/tracks/03UrZgTINDqvnUMbbIMhql,2012-01-01,72
All Around The World (La La La),"R3HAB, A Touch Of Class",0.52,0.859,All Around The World (La La La),https://api.spotify.com/v1/tracks/02itaCXOdC54J0ISjqqFAp,2019-04-05,71
The Sign,Ace of Base,0.899,0.786,The Sign,https://api.spotify.com/v1/tracks/0hrBpAOgrt8RXigk83LLNE,1993-12-24,71
Don't Cha,"The Pussycat Dolls, Busta Rhymes",0.548,0.63,PCD,https://api.spotify.com/v1/tracks/0BxfFnk0YzONqvmrkO0QrB,2005-01-01,71
U Can't Touch This,MC Hammer,0.862,0.517,Please Hammer Don't Hurt 'Em,https://api.spotify.com/v1/tracks/1B75hgRqe7A4fwee3g3Wmu,1990-02-20,71
Love Really Hurts Without You,Billy Ocean,0.961,0.907,Billy Ocean (Expanded Edition),https://api.spotify.com/v1/tracks/4GhtDORJiSRYxj6M1bv0vX,1976-01-05,71
Cotton Eye Joe,Rednex,0.598,0.936,Sex & Violins,https://api.spotify.com/v1/tracks/06hsdMbBxWGqBO0TV0Zrkf,1994-08-12,71
Born This Way,Lady Gaga,0.493,0.828,Born This Way (International Special Edition Version),https://api.spotify.com/v1/tracks/30XU4suKzCeoCK9YFzdufg,2011-05-23,71
Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",0.742,0.763,Rockabye (feat. Sean Paul & Anne-Marie),https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,2016-10-21,70
Tarzan Boy,Baltimora,0.716,0.573,Living In The Background,https://api.spotify.com/v1/tracks/273uCXd7NPrInaiNqtkOrA,1985-01-01,70
The Rhythm of the Night,Corona,0.799,0.805,The Rhythm of the Night,https://api.spotify.com/v1/tracks/0ofMkI3jzmGCElAOgOLeo3,1994,70
Never Forget You,"Zara Larsson, MNEK",0.277,0.732,So Good,https://api.spotify.com/v1/tracks/6hmhG1b4LEyNuashVvuIAo,2017-03-17,70
Ice Ice Baby,Vanilla Ice,0.583,0.792,Vanilla Ice Is Back! - Hip Hop Classics,https://api.spotify.com/v1/tracks/3XVozq1aeqsJwpXrEZrDJ9,2008-11-04,70
Beanie,Chezile,0.156,0.556,Beanie,https://api.spotify.com/v1/tracks/5e0b9LgOfi3aJSKXFcOWRe,2023-11-28,82
the perfect pair,beabadoobee,0.6,0.663,Beatopia,https://api.spotify.com/v1/tracks/41P6Tnd8KIHqON0QIydx6a,2022-07-15,80
Nothing's New,Rio Romeo,0.399,0.394,Good God!,https://api.spotify.com/v1/tracks/0EF1EE8zusg3Y869e56JFd,2022-09-23,78
Bags,Clairo,0.868,0.546,Immunity,https://api.spotify.com/v1/tracks/6UFivO2zqqPFPoQYsEMuCc,2019-08-02,78
Tip Toe,HYBS,0.792,0.486,Tip Toe,https://api.spotify.com/v1/tracks/0MJ5wKsPEeihONNfugHGy7,2023-06-20,76
For the First Time,Mac DeMarco,0.521,0.529,This Old Dog,https://api.spotify.com/v1/tracks/2R4AlwtrrkMaRKojcTIzmL,2017-05-05,80
Better,sign crushes motorist,0.349,0.0867,i'll be okay,https://api.spotify.com/v1/tracks/0Z94dtWElamDwU4NrcGoUR,2022-08-05,73
4EVER,Clairo,0.584,0.585,4EVER,https://api.spotify.com/v1/tracks/5mIOsPuQdXchVY0jB5NO9Q,2018-04-27,73
In A Good Way,Faye Webster,0.302,0.286,I Know I'm Funny haha,https://api.spotify.com/v1/tracks/2VYnlKxB8jpbCeLUjQsebc,2021-06-25,71
i wanna be your girlfriend,girl in red,0.343,0.382,i wanna be your girlfriend,https://api.spotify.com/v1/tracks/5PjdC2gMATetx5xdnwGUu7,2018-03-02,73
Like a Stone,Audioslave,0.516,0.568,Audioslave,https://api.spotify.com/v1/tracks/3YuaBvuZqcwN3CEAyyoaei,2002-11-17,77
Do I Wanna Know?,Arctic Monkeys,0.405,0.532,AM,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,2013-09-09,84
Ride,Twenty One Pilots,0.566,0.713,Blurryface,https://api.spotify.com/v1/tracks/2Z8WuEywRWYTKe1NybPQEW,2015-05-15,80
Otherside,Red Hot Chili Peppers,0.513,0.795,Californication (Deluxe Edition),https://api.spotify.com/v1/tracks/64BbK9SFKH2jk86U3dGj2P,1999-06-08,81
What I've Done,Linkin Park,0.287,0.935,Minutes to Midnight,https://api.spotify.com/v1/tracks/18lR4BzEs7e3qzc0KVkTpU,2007-05-14,81
Decode,Paramore,0.284,0.87,Decode,https://api.spotify.com/v1/tracks/1ZLtE9tSJdaUiIJ9YoKHQe,2008-11-04,71
Breaking the Habit,Linkin Park,0.587,0.865,Meteora (Bonus Edition),https://api.spotify.com/v1/tracks/3dxiWIBVJRlqh9xk144rf4,2003-09-16,74
Maps,Yeah Yeah Yeahs,0.124,0.941,Fever To Tell (Deluxe Remastered),https://api.spotify.com/v1/tracks/0hDQV9X1Da5JrwhK8gu86p,2003-04-29,75
BURN IT DOWN,Linkin Park,0.585,0.972,LIVING THINGS,https://api.spotify.com/v1/tracks/7oVEtyuv9NBmnytsCIsY5I,2012-06-19,76
New Divide,Linkin Park,0.38,0.808,Transformers: Revenge Of The Fallen The Album,https://api.spotify.com/v1/tracks/6Wx88Mv6b9ofjKMKkdwOJd,2009-06-12,70
21 Guns,Green Day,0.416,0.742,21st Century Breakdown,https://api.spotify.com/v1/tracks/64yrDBpcdwEdNY9loyEGbX,2009-05-15,74
Everybody's Changing,Keane,0.416,0.839,Hopes And Fears,https://api.spotify.com/v1/tracks/0yac0FPhLRH9i9lOng3f81,2004-05-10,73
Leave Out All The Rest,Linkin Park,0.18,0.637,Minutes to Midnight,https://api.spotify.com/v1/tracks/0sp00HSXkQyqTa6QqM0O8V,2007-05-14,71
I Don't Love You,My Chemical Romance,0.33,0.796,The Black Parade,https://api.spotify.com/v1/tracks/4RAOI1etsgbh5NP3T5R8rN,2006-10-23,74
Scar Tissue,Red Hot Chili Peppers,0.547,0.717,Californication (Deluxe Edition),https://api.spotify.com/v1/tracks/1G391cbiT3v3Cywg8T7DM1,1999-06-08,82
Where Is My Mind?,Pixies,0.243,0.442,Death to the Pixies,https://api.spotify.com/v1/tracks/0KzAbK6nItSqNh8q70tb0K,1997-10-06,72
CASTLE OF GLASS,Linkin Park,0.685,0.911,LIVING THINGS,https://api.spotify.com/v1/tracks/1r1fPuhj9H4VdXr7OK6FL5,2012-06-19,74
Can't Stop,Red Hot Chili Peppers,0.875,0.938,By the Way (Deluxe Edition),https://api.spotify.com/v1/tracks/3ZOEytgrvLwQaqXreDs2Jx,2002-07-09,81
Black,Pearl Jam,0.2,0.684,Ten,https://api.spotify.com/v1/tracks/5Xak5fmy089t0FYmh3VJiY,1991-08-27,73
THE LONELIEST,Måneskin,0.237,0.595,THE LONELIEST,https://api.spotify.com/v1/tracks/1Ame8XTX6QHY0l0ahqUhgv,2022-10-07,68
Ain't No Rest for the Wicked,Cage The Elephant,0.917,0.849,Cage The Elephant (Expanded Edition),https://api.spotify.com/v1/tracks/3Pzh926pXggbMe2ZpXyMV7,2009-03-24,76
Snow (Hey Oh),Red Hot Chili Peppers,0.599,0.9,Stadium Arcadium,https://api.spotify.com/v1/tracks/2aibwv5hGXSgw7Yru8IYTO,2006-05-09,77
Supermassive Black Hole,Muse,0.782,0.921,Black Holes and Revelations,https://api.spotify.com/v1/tracks/3lPr8ghNDBLc2uZovNyLs9,2006-06-19,78
My Demons,STARSET,0.1,0.652,Transmissions (Deluxe Version),https://api.spotify.com/v1/tracks/3Xfg7AegXaDLoD5GOUMf2e,2014,70
Use Somebody,Kings of Leon,0.173,0.715,Only By The Night,https://api.spotify.com/v1/tracks/5VGlqQANWDKJFl0MBG3sg2,2008-09-23,76
Dani California,Red Hot Chili Peppers,0.73,0.913,Stadium Arcadium,https://api.spotify.com/v1/tracks/10Nmj3JCNoMeBQ87uw5j8k,2006-05-09,77
"Sex, Drugs, Etc.",Beach Weather,0.465,0.839,Chit Chat,https://api.spotify.com/v1/tracks/7DbdUf8aHSYoliSjO6LZv6,2016-11-04,73
In My Place,Coldplay,0.193,0.588,A Rush of Blood to the Head,https://api.spotify.com/v1/tracks/2nvC4i2aMo4CzRjRflysah,2002-08-27,74
Paralyzer,Finger Eleven,0.861,0.939,Them Vs. You Vs. Me (Deluxe Edition),https://api.spotify.com/v1/tracks/28IEbk5a7twNTbUEvWslUb,2007-01-01,74
Last Night on Earth,Green Day,0.243,0.486,21st Century Breakdown,https://api.spotify.com/v1/tracks/5TpPSTItCwtZ8Sltr3vdzm,2009-05-15,68
In the Shadows,The Rasmus,0.75,0.796,Dead Letters,https://api.spotify.com/v1/tracks/1fr92Vupmcs2vgLMFVQ7rd,2003-03-24,71
Take Me Out,Franz Ferdinand,0.527,0.663,Franz Ferdinand,https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN,2004-02-16,80
Far Behind,Candlebox,0.588,0.645,Candlebox,https://api.spotify.com/v1/tracks/3mhOmh4tRKsMfnRmgZfeBm,1993-07-16,68
Just Like Heaven,The Cure,0.48,0.94,"Kiss Me, Kiss Me, Kiss Me",https://api.spotify.com/v1/tracks/4NnWuGQujzWUEg0uZokO5M,1987-01-01,73
By the Way,Red Hot Chili Peppers,0.198,0.97,By the Way (Deluxe Edition),https://api.spotify.com/v1/tracks/1f2V8U1BiWaC9aJWmpOARe,2002-07-09,74
Two Faced,Linkin Park,0.323,0.945,From Zero,https://api.spotify.com/v1/tracks/6i5qhmmF9UNUBRyrPSGn4m,2024-11-15,79
Starburster,Fontaines D.C.,0.361,0.862,Romance,https://api.spotify.com/v1/tracks/09ttHg3ZNVgDlYBZa1ZBw0,2024-08-23,69
Beaches,beabadoobee,0.419,0.812,This Is How Tomorrow Moves,https://api.spotify.com/v1/tracks/1a19jsjG2DvbN1fVJonKUU,2024-08-09,69
Fear of the Dark - 2015 Remaster,Iron Maiden,0.227,0.866,Fear of the Dark (2015 Remaster),https://api.spotify.com/v1/tracks/6p8eFfPw3nQkf37aT3AkmK,1992,69
Seek & Destroy - Remastered,Metallica,0.448,0.964,Kill 'Em All (Remastered),https://api.spotify.com/v1/tracks/28WmNsclKsrVmdv3tDmoYU,1983-07-24,68
Dirty Little Secret,The All-American Rejects,0.458,0.954,Move Along,https://api.spotify.com/v1/tracks/5lDriBxJd22IhOH9zTcFrV,2005-01-01,70
The Middle,Jimmy Eat World,0.903,0.849,Bleed American,https://api.spotify.com/v1/tracks/6GG73Jik4jUlQCkKg9JuGO,2001-07-17,80
Gives You Hell,The All-American Rejects,0.552,0.691,When The World Comes Down,https://api.spotify.com/v1/tracks/6ihL9TjfRjadfEePzXXyVF,2008-01-01,69
1985,Bowling For Soup,0.903,0.887,A Hangover You Don't Deserve,https://api.spotify.com/v1/tracks/5oQcOu1omDykbIPSdSQQNJ,2004,69
Stacy's Mom,Fountains Of Wayne,0.927,0.75,Welcome Interstate Managers,https://api.spotify.com/v1/tracks/27L8sESb3KR79asDUBu8nW,2003-01-01,72
Misery Business,Paramore,0.731,0.906,Riot!,https://api.spotify.com/v1/tracks/6SpLc7EXZIPpy0sVko0aoU,2007-06-11,73
Call Me When You're Sober,Evanescence,0.328,0.883,The Open Door,https://api.spotify.com/v1/tracks/663Karu2rvKLdnY0eo1n3M,2006-01-01,69
Sk8er Boi,Avril Lavigne,0.484,0.9,Let Go,https://api.spotify.com/v1/tracks/00Mb3DuaIH1kjrwOku9CGU,2002-06-04,77
I'm with You,Avril Lavigne,0.208,0.406,Let Go,https://api.spotify.com/v1/tracks/1jlG3KJ3gdYmhfuySFfpO1,2002-06-04,73
My Happy Ending,Avril Lavigne,0.74,0.936,Under My Skin,https://api.spotify.com/v1/tracks/6sqNctd7MlJoKDOxPVCAvU,2004,70
The Anthem,Good Charlotte,0.893,0.939,The Young and The Hopeless,https://api.spotify.com/v1/tracks/0BRHnOFm6sjxN1i9LJrUDu,2002-10-04,75
Ain't It Fun,Paramore,0.673,0.893,Paramore,https://api.spotify.com/v1/tracks/1j8z4TTjJ1YOdoFEDwJTQa,2013-04-05,71
Still into You,Paramore,0.765,0.923,Paramore,https://api.spotify.com/v1/tracks/1yjY7rpaAQvKwpdUliHx0d,2013-04-05,78
I Write Sins Not Tragedies,Panic! At The Disco,0.609,0.83,A Fever You Can't Sweat Out,https://api.spotify.com/v1/tracks/4bPQs0PHn4xbipzdPfn6du,2005-09-27,72
All The Small Things,blink-182,0.685,0.897,Enema Of The State,https://api.spotify.com/v1/tracks/2m1hi0nfMR9vdGC8UcrnwU,1999-06-01,81
Wake Me up When September Ends,Green Day,0.146,0.814,American Idiot,https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm,2004-09-21,77
Bring Me To Life,Evanescence,0.296,0.943,Fallen,https://api.spotify.com/v1/tracks/0COqiPhxzoWICwFCS4eZcp,2003-03-04,83
What the Hell,Avril Lavigne,0.877,0.926,Goodbye Lullaby (Expanded Edition),https://api.spotify.com/v1/tracks/2z4U9d5OAA4YLNXoCgioxo,2011-03-08,71
I Miss You,blink-182,0.584,0.781,blink-182,https://api.spotify.com/v1/tracks/1oTo3ijRbaDAtrjJrGAPSw,2003-01-01,75
Boulevard of Broken Dreams,Green Day,0.474,0.682,Greatest Hits: God's Favorite Band,https://api.spotify.com/v1/tracks/5GorCbAP4aL0EJ16frG2hd,2017-11-17,70
American Idiot,Green Day,0.769,0.988,American Idiot,https://api.spotify.com/v1/tracks/6nTiIhLmQ3FWhvrGafw2zj,2004-09-21,79
Beverly Hills,Weezer,0.741,0.823,Make Believe,https://api.spotify.com/v1/tracks/1yKu2MhpwzDXXH2tzG6xoa,2005-05-10,68
The Only Exception,Paramore,0.209,0.563,Brand New Eyes,https://api.spotify.com/v1/tracks/7JIuqL4ZqkpfGKQhYlrirs,2009-09-28,74
I Think I'm OKAY (with YUNGBLUD & Travis Barker),"mgk, YUNGBLUD, Travis Barker",0.277,0.744,Hotel Diablo,https://api.spotify.com/v1/tracks/2gTdDMpNxIRFSiu7HutMCg,2019-07-05,68
My Own Worst Enemy,Lit,0.741,0.946,A Place In The Sun,https://api.spotify.com/v1/tracks/33iv3wnGMrrDugd7GBso1z,1999-02-22,74
Ocean Avenue,Yellowcard,0.786,0.904,Ocean Avenue,https://api.spotify.com/v1/tracks/23oxJmDc1V9uLUSmN2LIvx,2003-01-01,71
Face Down,The Red Jumpsuit Apparatus,0.464,0.932,Don't You Fake It,https://api.spotify.com/v1/tracks/4wzjNqjKAKDU82e8uMhzmr,2006-01-01,75
Miss Murder,AFI,0.686,0.873,DECEMBERUNDERGROUND,https://api.spotify.com/v1/tracks/0Ti2dlF2xLjXblvdU5fCxM,2006-06-06,68
Thnks fr th Mmrs,Fall Out Boy,0.59,0.892,Infinity On High,https://api.spotify.com/v1/tracks/3Zwu2K0Qa5sT6teCCHPShP,2007-01-01,77
Teenagers,My Chemical Romance,0.856,0.857,The Black Parade,https://api.spotify.com/v1/tracks/7j31rVgGX9Q2blT92VBEA0,2006-10-23,79
Fat Lip,Sum 41,0.626,0.914,"All Killer, No Filler",https://api.spotify.com/v1/tracks/4KacUpvbA3Mfo05gttTjhN,2001-01-01,73
What's My Age Again?,blink-182,0.468,0.951,Enema Of The State,https://api.spotify.com/v1/tracks/4LJhJ6DQS7NwE7UKtvcM52,1999-06-01,77
Feel Good Inc.,Gorillaz,0.772,0.705,Demon Days,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,2005-05-23,84
I'm Not Okay (I Promise),My Chemical Romance,0.255,0.94,Three Cheers for Sweet Revenge,https://api.spotify.com/v1/tracks/7lRlq939cDG4SzWOF4VAnd,2004-06-08,74
Hard Times,Paramore,0.916,0.818,After Laughter,https://api.spotify.com/v1/tracks/0w5Bdu51Ka25Pf3hojsKHh,2017-05-12,73
Helena,My Chemical Romance,0.0857,0.96,Three Cheers for Sweet Revenge,https://api.spotify.com/v1/tracks/5dTHtzHFPyi8TlTtzoz1J9,2004-06-08,76
Famous Last Words,My Chemical Romance,0.309,0.883,The Black Parade,https://api.spotify.com/v1/tracks/2d6m2F4I7wCuAKtSsdhh83,2006-10-23,72
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,0.649,0.986,Danger Days: The True Lives of the Fabulous Killjoys,https://api.spotify.com/v1/tracks/5BB0Jzw60KyfSTyjJqtely,2010-11-05,68
The Ghost of You,My Chemical Romance,0.192,0.886,Three Cheers for Sweet Revenge,https://api.spotify.com/v1/tracks/1yKAqZoi8xWGLCf5vajroL,2004-06-08,70
First Date,blink-182,0.882,0.928,Take Off Your Pants And Jacket,https://api.spotify.com/v1/tracks/1fJFuvU2ldmeAm5nFIHcPP,2001,74
"Sugar, We're Goin Down",Fall Out Boy,0.574,0.842,From Under The Cork Tree,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,2005-05-03,76
"Dance, Dance",Fall Out Boy,0.449,0.961,From Under The Cork Tree,https://api.spotify.com/v1/tracks/0a7BloCiNzLDD9qSQHh5m7,2005-05-03,75
The Rock Show,blink-182,0.83,0.959,Take Off Your Pants And Jacket,https://api.spotify.com/v1/tracks/2ydUT1pFhuLDnouelIv4WH,2001,69
Holiday / Boulevard of Broken Dreams,Green Day,0.45,0.827,American Idiot,https://api.spotify.com/v1/tracks/0MsrWnxQZxPAcov7c74sSo,2004-09-21,69
Adam's Song,blink-182,0.383,0.775,Enema Of The State,https://api.spotify.com/v1/tracks/6xpDh0dXrkVp0Po1qrHUd8,1999-06-01,71
King For A Day,"Pierce The Veil, Kellin Quinn",0.431,0.965,Collide With The Sky,https://api.spotify.com/v1/tracks/1IT0WQk5J8NsaeII8ktdlZ,2012-07-17,75
Bulls In The Bronx,Pierce The Veil,0.338,0.925,Collide With The Sky,https://api.spotify.com/v1/tracks/23UoI3jlFiWdo5jadUYo69,2012-07-17,68
Sacrifice,Elton John,0.487,0.422,Sleeping With The Past (Remastered with bonus tracks),https://api.spotify.com/v1/tracks/0e3yhVeNaTfKIWQRw9U9sY,1989-08-29,72
I Will Always Love You,Whitney Houston,0.11,0.214,The Bodyguard - Original Soundtrack Album,https://api.spotify.com/v1/tracks/4eHbdreAnSOrDDsFfc4Fpm,1992-11-17,75
Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,0.111,0.498,The Singles (Expanded),https://api.spotify.com/v1/tracks/63CHa6rmamv9OsehkRD8oz,2016-10-14,74
End Of The Road,Boyz II Men,0.53,0.428,Cooleyhighharmony (Bonus Tracks Version),https://api.spotify.com/v1/tracks/3l3xTXsUXeWlkPqzMs7mPD,1991-04-30,70
The Power of Love,Céline Dion,0.247,0.519,The Colour Of My Love,https://api.spotify.com/v1/tracks/5kK1Iru9ogP3Iy1zsANU1n,1993-11-09,71
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,0.722,0.652,It Must Have Been Love,https://api.spotify.com/v1/tracks/6kvoHl80mfCVTv7XnZkjQn,1990-05-20,77
You Are Not Alone,Michael Jackson,0.258,0.402,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",https://api.spotify.com/v1/tracks/3AoeaZs8dFemFJr3JdzOL0,1995-06-16,68
Stuck On You,Lionel Richie,0.247,0.317,Can't Slow Down,https://api.spotify.com/v1/tracks/6HPLeKiNm92RbykX2BDTUB,1983-01-01,69
Killing Me Softly With His Song,Roberta Flack,0.33,0.381,Killing Me Softly,https://api.spotify.com/v1/tracks/3gsCAGsWr6pUm1Vy7CPPob,1973-01-01,70
Saving All My Love for You,Whitney Houston,0.264,0.264,Whitney Houston,https://api.spotify.com/v1/tracks/1lx8ddGT5wCD6W2xmLeRKG,1985-02-14,68
Only Time,Enya,0.213,0.249,A Day Without Rain,https://api.spotify.com/v1/tracks/6FLwmdmW77N1Pxb1aWsZmO,2000-11-11,71
Apologize,OneRepublic,0.501,0.74,Dreaming Out Loud,https://api.spotify.com/v1/tracks/3UhXPxLDFKCj1ZO6mmtV0a,2007-11-20,69
I'm Alive,Céline Dion,0.452,0.64,A New Day Has Come,https://api.spotify.com/v1/tracks/2FTZeRHQ4gRPViPMpWL9uX,2002-03-22,69
Kiss from a Rose,Seal,0.224,0.533,Seal,https://api.spotify.com/v1/tracks/3YKptz29AsOlm7WAVnztBh,1994-05-31,71
Mad,Ne-Yo,0.668,0.65,Year Of The Gentleman (Bonus Track Edition),https://api.spotify.com/v1/tracks/6Hn9Uc1mMNfqChXU3txNke,2008-01-01,70
It's All Coming Back to Me Now,Céline Dion,0.287,0.438,Falling into You,https://api.spotify.com/v1/tracks/5EQzuYfTZt7B2LqlvTF49l,1996-03-11,72
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,0.177,0.467,Falling into You,https://api.spotify.com/v1/tracks/28UMiBhn383n9S7GL4tsxD,1996-03-11,74
Sexual Healing,Marvin Gaye,0.744,0.602,Midnight Love,https://api.spotify.com/v1/tracks/3VZmChrnVW8JK6ano4gSED,1982-10-01,73
All My Life,K-Ci & JoJo,0.193,0.512,Love Always,https://api.spotify.com/v1/tracks/5GorFaKkP2mLREQvhSblIg,1997-01-01,68
You're Beautiful,James Blunt,0.454,0.479,Back to Bedlam,https://api.spotify.com/v1/tracks/0vg4WnUWvze6pBOJDTq99k,2005-08-08,75
Say My Name,Destiny's Child,0.734,0.678,The Writing's On The Wall,https://api.spotify.com/v1/tracks/7H6ev70Weq6DdpZyyTmUXk,1999-07-27,78
Baby,"Justin Bieber, Ludacris",0.535,0.859,My World 2.0,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,2010-01-01,81
Drunk in Love (feat. Jay-Z),"Beyoncé, JAY-Z",0.399,0.621,BEYONCÉ [Platinum Edition],https://api.spotify.com/v1/tracks/6jG2YzhxptolDzLHTGLt7S,2014-11-24,70
Down,"Jay Sean, Lil Wayne",0.728,0.68,All Or Nothing,https://api.spotify.com/v1/tracks/6cmm1LMvZdB5zsCwX5BjqE,2009-01-01,77
Love The Way You Lie,"Eminem, Rihanna",0.641,0.925,Recovery,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,2010-06-18,83
Hate That I Love You,"Rihanna, Ne-Yo",0.731,0.73,Good Girl Gone Bad: Reloaded,https://api.spotify.com/v1/tracks/7iu0WYLdo4yksKf3seaxzI,2008-06-02,69
No Love,"Eminem, Lil Wayne",0.33,0.932,Recovery,https://api.spotify.com/v1/tracks/7bHT9osSq1rwT2yaImzqCi,2010-06-18,68
Mirror,"Lil Wayne, Bruno Mars",0.401,0.622,Tha Carter IV (Complete Edition),https://api.spotify.com/v1/tracks/5hUYsaOyMY32yjRXeuQwGj,2011-08-29,74
