track_name,track_artist,valence,energy,track_album_name,track_href,track_album_release_date,track_popularity
Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",0.417,0.611,Brown Munde,https://api.spotify.com/v1/tracks/58f4twRnbZOOVUhMUpplJ4,2020-09-18,68
Can We Kiss Forever?,"Kina, Adriana Proenza",0.124,0.128,Can We Kiss Forever?,https://api.spotify.com/v1/tracks/58wyJLv6yH1La9NIZPl3ne,2018-08-31,70
Get You The Moon (feat. Snøw),"Kina, Snøw",0.0895,0.235,Get You The Moon (feat. Snøw),https://api.spotify.com/v1/tracks/4ZLzoOkj0MPWrTLvooIuaa,2018-10-08,73
Behind Every Decision,Yehezkel Raz,0.0885,0.00362,"Preludes, Book 2 - Torrents",https://api.spotify.com/v1/tracks/2kbruQXVXFmxxm4l75zuwy,2019-12-10,70
Stumblin' In,CYRIL,0.37,0.518,Stumblin' In,https://api.spotify.com/v1/tracks/0h3Xy4V4apMraB5NuM8U7Z,2023-11-10,84
For Life (feat. Nile Rodgers),"Kygo, Zak Abel, Nile Rodgers",0.585,0.791,For Life (feat. Nile Rodgers),https://api.spotify.com/v1/tracks/4QfikoJtCEiOj7G5R9m3sP,2024-04-19,70
Hold Me,Lavern,0.038,0.942,Hold Me,https://api.spotify.com/v1/tracks/4SnuG111QPmgwRmlwhJ4Mg,2023-03-31,72
Riptide,TWOPILOTS,0.288,0.836,Riptide,https://api.spotify.com/v1/tracks/6yv0ZjBlZy2oRFq7jAis2C,2022-04-21,71
Give It To Me - Full Vocal Mix,Matt Sassari,0.726,0.869,Give It To Me (Full Vocal Mix),https://api.spotify.com/v1/tracks/5ZduaRci3iNUiDfJbBfAaf,2021-10-22,80
I Only Smoke When I Drink,nimino,0.246,0.729,I Only Smoke When I Drink,https://api.spotify.com/v1/tracks/39glDGcpBhLVMSsQhvtqHR,2024-08-22,79
It's Not Right But It's Okay,Mr. Belt & Wezol,0.618,0.86,It's Not Right But It's Okay,https://api.spotify.com/v1/tracks/5OFVzqSeFxGpvDGyHvVeLj,2024-02-23,77
Never Going Home Tonight (feat. Madison Love),"David Guetta, Alesso, Madison Love",0.355,0.813,Never Going Home Tonight (feat. Madison Love),https://api.spotify.com/v1/tracks/7K1BLb6MpvKuGEPpHw35mO,2024-09-06,77
Belly Dancer,"Imanbek, BYOR",0.422,0.797,Belly Dancer,https://api.spotify.com/v1/tracks/7fZBQnc0zXwVybgCIrQQil,2022-02-18,77
Ferrari,"James Hype, Miggy Dela Rosa",0.692,0.69,Ferrari,https://api.spotify.com/v1/tracks/4zN21mbAuaD0WqtmaTZZeP,2022-04-01,76
Thunder,"Gabry Ponte, LUM!X, Prezioso",0.403,0.896,Thunder,https://api.spotify.com/v1/tracks/2USlegnFJLrVLpoVfPimKB,2021-05-07,75
(It Goes Like) Nanana - Edit,Peggy Gou,0.964,0.876,(It Goes Like) Nanana [Edit],https://api.spotify.com/v1/tracks/23RoR84KodL5HWvUTneQ1w,2023-06-15,75
Baianá,Bakermat,0.466,0.722,The Ringmaster,https://api.spotify.com/v1/tracks/780be5fB7823aHG06mwTat,2020-10-09,75
Supernova Love,"IVE, David Guetta",0.778,0.886,Supernova Love,https://api.spotify.com/v1/tracks/5sTLGx6c7YRwnrWm6O091n,2024-11-08,74
Forever Young,"David Guetta, Alphaville, Ava Max",0.39,0.655,Forever Young,https://api.spotify.com/v1/tracks/3bg2qahpZmsg5wV2EMPXIk,2024-10-18,77
Mwaki,"Zerb, Sofiya Nzau",0.0509,0.637,SURRENDER,https://api.spotify.com/v1/tracks/5KTZgG84bKFGm53lhLtTqc,2023-10-27,74
Alibi (feat. Rudimental),"Ella Henderson, Rudimental",0.411,0.793,Alibi (feat. Rudimental),https://api.spotify.com/v1/tracks/5Jpz4nv8nA6FIYO5gEyQa2,2024-01-12,74
Gatluak - Bakermat Remix,"Kronan, Nyaruach, Bakermat",0.257,0.647,Gatluak (Bakermat Remix),https://api.spotify.com/v1/tracks/0GT2hQQ6mdHeW0AZDl5NlJ,2021-07-23,73
21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",0.779,0.785,21 Reasons (feat. Ella Henderson),https://api.spotify.com/v1/tracks/1RF02Cf80mTaeNXG2P2boR,2022-04-29,73
K.O.,"LAVINIA, Ely Oaks",0.865,0.841,K.O.,https://api.spotify.com/v1/tracks/7r2cCbhAbGUE4Izor1ZnlZ,2024-08-09,72
Move Your Body,"Öwnboss, Sevek",0.249,0.821,Move Your Body,https://api.spotify.com/v1/tracks/6GomT970rCOkKAyyrwJeZi,2021-10-29,72
Around The World,"Niklas Dee, René Miller",0.302,0.855,Around The World,https://api.spotify.com/v1/tracks/47KhhDku9RLDsWIJjYaXDs,2024-08-02,72
Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",0.502,0.782,Where Did You Go (feat. MNEK),https://api.spotify.com/v1/tracks/3sa06xVNmLLYIxdNNmVQN8,2022-02-04,71
Good Love,"Hannah Laing, RoRo",0.439,0.821,Good Love,https://api.spotify.com/v1/tracks/0ZVjgfaC2Ptrod9v6p9KFP,2023-05-12,71
Never Walk Alone,"BLOND:ISH, Stevie Appleton",0.83,0.594,Never Walk Alone,https://api.spotify.com/v1/tracks/4HB7ECLzrbgapiZyLlFbxz,2024-08-02,71
adore u,"Fred again.., Obongjayar",0.684,0.867,adore u,https://api.spotify.com/v1/tracks/3YgtkOxZsTuaZdL8McA1FQ,2023-08-11,70
Hold On Me,"Kygo, Sandro Cavazza",0.314,0.606,Hold On Me,https://api.spotify.com/v1/tracks/4aPX3IT9cskOWmeZvOYc5s,2024-11-15,68
Makeba - Ian Asher Remix,"Jain, Ian Asher",0.666,0.937,Makeba (Ian Asher Remix),https://api.spotify.com/v1/tracks/67eYAnkdTu8BMcIx29z26L,2023-01-13,69
Tantalizing,"Tiësto, Soaky Siren",0.412,0.888,Tantalizing,https://api.spotify.com/v1/tracks/799db91cR00On6N158VLHS,2024-11-08,69
World Gone Wild (feat. Sam Martin),"Robin Schulz, CYRIL, Sam Martin",0.409,0.714,World Gone Wild (feat. Sam Martin),https://api.spotify.com/v1/tracks/4arNFfHtD5FPYcpUUiUOM1,2024-10-11,69
Whistle (feat. Calum Scott),"Jax Jones, Calum Scott",0.582,0.897,Whistle (feat. Calum Scott),https://api.spotify.com/v1/tracks/4q05KbxYZ5JdkmrletgPjF,2023-02-10,69
Born To Love Ya,"Gabry Ponte, Sean Paul, NATTI NATASHA",0.805,0.863,Born To Love Ya,https://api.spotify.com/v1/tracks/5Nwh8kghoqebxmco5ZWbDt,2024-10-04,69
Love Is The Only Thing,Lost Frequencies,0.214,0.688,Love Is The Only Thing,https://api.spotify.com/v1/tracks/4r6c2ClnuYLwNv4lEM7XlW,2024-11-08,68
2 Times,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",0.4,0.951,2 Times,https://api.spotify.com/v1/tracks/03xIKiQXopptD4Sv8ijvcG,2024-10-04,68
Deep In Your Love,"Alok, Bebe Rexha",0.523,0.88,Deep In Your Love,https://api.spotify.com/v1/tracks/0sftzYE0YgPHXrvJyUyGjB,2024-01-12,68
Happier (feat. Clementine Douglas),"The Blessed Madonna, Clementine Douglas",0.673,0.831,Happier (feat. Clementine Douglas),https://api.spotify.com/v1/tracks/1TcF5F10EN17vraisG1gQv,2024-02-02,68
Honey Boy (feat. Nile Rodgers & Shenseea),"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",0.925,0.8,Honey Boy (feat. Nile Rodgers & Shenseea),https://api.spotify.com/v1/tracks/1NpIUD4KqHaMT91kw0YV40,2024-05-03,68
Alone,Marshmello,0.422,0.953,Alone,https://api.spotify.com/v1/tracks/3MEYFivt6bilQ9q9mFWZ4g,2016-05-13,68
El Listón De Tu Pelo,Los Ángeles Azules,0.765,0.432,Una Lluvia De Rosas,https://api.spotify.com/v1/tracks/5hrxAFrYbNTLjAYSrmbpgr,1999-01-01,71
17 Años,Los Ángeles Azules,0.774,0.483,Una Lluvia De Rosas,https://api.spotify.com/v1/tracks/1Y372uxsCkKqNclj2ercap,1999-01-01,68
Piensa En Mí,Grupo Mojado,0.805,0.538,Sueño Y Realidad,https://api.spotify.com/v1/tracks/1xKP7GVLY33i5jmx1bB1Kk,1996-01-01,73
Gata Only (Remix),"FloyyMenor, Ozuna, Anitta",0.762,0.681,Gata Only (Remix),https://api.spotify.com/v1/tracks/0JGTfiC4Z41GEEpMYLbWwO,2024-06-07,73
PELIGROSA,FloyyMenor,0.804,0.519,EL COMIENZO,https://api.spotify.com/v1/tracks/42wdz3j7gstgUuhoFLCXqd,2024-08-09,83
ADIVINO,"Myke Towers, Bad Bunny",0.522,0.854,ADIVINO,https://api.spotify.com/v1/tracks/0LZy30mVmxqUpdQmaXKXBd,2024-04-25,77
REINA,"Mora, SAIKO",0.757,0.578,ESTRELLA,https://api.spotify.com/v1/tracks/0QRHOAeU8JRaVVn3UoZBih,2023-08-28,71
HIBIKI,"Bad Bunny, Mora",0.528,0.645,nadie sabe lo que va a pasar mañana,https://api.spotify.com/v1/tracks/4qSEvFGCpde73gqIuq3sho,2023-10-13,70
MONACO,Bad Bunny,0.13,0.621,nadie sabe lo que va a pasar mañana,https://api.spotify.com/v1/tracks/4MjDJD8cW7iVeWInc2Bdyj,2023-10-13,77
FINA,"Bad Bunny, Young Miko",0.396,0.724,nadie sabe lo que va a pasar mañana,https://api.spotify.com/v1/tracks/3nNmRE0DxHC6ZaKkrpUumS,2023-10-13,73
DILUVIO,Rauw Alejandro,0.681,0.795,PLAYA SATURNO,https://api.spotify.com/v1/tracks/2kz1YOhJiNubjigR1gB1VX,2023-07-07,81
QLONA,"KAROL G, Peso Pluma",0.484,0.738,MAÑANA SERÁ BONITO (BICHOTA SEASON),https://api.spotify.com/v1/tracks/5RqSsdzTNPX1uzkmlHCFvK,2023-08-10,83
WHERE SHE GOES,Bad Bunny,0.234,0.8,WHERE SHE GOES,https://api.spotify.com/v1/tracks/7ro0hRteUMfnOioTFI5TG1,2023-05-18,74
Coco Chanel,"Eladio Carrion, Bad Bunny",0.686,0.706,3MEN2 KBRN,https://api.spotify.com/v1/tracks/0PB0O24JqAuNdOAFVJljMS,2023-03-17,73
La Jumpa,"Arcángel, Bad Bunny",0.576,0.703,La Jumpa,https://api.spotify.com/v1/tracks/5MxFWjuqQIsbNWbMdMdbli,2022-11-30,69
Me Porto Bonito,"Bad Bunny, Chencho Corleone",0.425,0.712,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,2022-05-06,81
Efecto,Bad Bunny,0.234,0.475,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/5Eax0qFko2dh7Rl2lYs3bx,2022-05-06,79
Tití Me Preguntó,Bad Bunny,0.187,0.715,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,2022-05-06,79
Tarot,"Bad Bunny, JHAYCO",0.419,0.684,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/41oY4WCTj5kccfesTVFnvN,2022-05-06,76
La Corriente,"Bad Bunny, Tony Dize",0.579,0.786,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/1797zYiX4cKosMH836X9Gt,2022-05-06,73
MEMORIAS,"Mora, JHAYCO",0.317,0.707,MICRODOSIS,https://api.spotify.com/v1/tracks/2hLXUbsOU9cDb9RFva9FYr,2022-04-01,73
Pa' Que Retozen,Tego Calderón,0.872,0.856,El Abayarde,https://api.spotify.com/v1/tracks/5YJ4BVvTFmVCxUyhKejHfR,2003-07-01,78
Volví,"Aventura, Bad Bunny",0.791,0.86,Volví,https://api.spotify.com/v1/tracks/2vmfvSoZBFAt9hhRoEByLi,2021-08-03,74
Volando - Remix,"Mora, Bad Bunny, Sech",0.632,0.688,Volando (Remix),https://api.spotify.com/v1/tracks/0G2zPzWqVjR68iNPmx2TBe,2021-07-08,73
Yonaguni,Bad Bunny,0.44,0.648,Yonaguni,https://api.spotify.com/v1/tracks/2JPLbjOn0wPCngEot2STUS,2021-06-04,75
TE MUDASTE,Bad Bunny,0.471,0.637,EL ÚLTIMO TOUR DEL MUNDO,https://api.spotify.com/v1/tracks/5RubKOuDoPn5Kj5TLVxSxY,2020-11-27,72
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",0.391,0.618,EL ÚLTIMO TOUR DEL MUNDO,https://api.spotify.com/v1/tracks/2XIc1pqjXV3Cr2BQUGNBck,2020-11-27,74
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",0.579,0.759,"Yo x Ti, Tu x Mi",https://api.spotify.com/v1/tracks/7BlBVFwvbWvcwNcUarQmjk,2019-08-15,69
DÁKITI,"Bad Bunny, JHAYCO",0.145,0.573,EL ÚLTIMO TOUR DEL MUNDO,https://api.spotify.com/v1/tracks/4MzXwWMhyBbmu6hOcLVD49,2020-11-27,75
Hasta Que Dios Diga,"Anuel AA, Bad Bunny",0.855,0.765,Emmanuel,https://api.spotify.com/v1/tracks/06s3QtMJVXw1AJX3UfvZG1,2020-05-29,74
Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",0.685,0.829,YHLQMDLG,https://api.spotify.com/v1/tracks/2DEZmgHKAvm41k4J3R2E9Y,2020-02-29,72
La Difícil,Bad Bunny,0.761,0.848,YHLQMDLG,https://api.spotify.com/v1/tracks/6NfrH0ANGmgBXyxgV2PeXt,2020-02-29,70
A Tu Merced,Bad Bunny,0.887,0.791,YHLQMDLG,https://api.spotify.com/v1/tracks/4r9jkMEnArtWGH2rL2FZl0,2020-02-29,73
Si Veo a Tu Mamá,Bad Bunny,0.824,0.603,YHLQMDLG,https://api.spotify.com/v1/tracks/41wtwzCZkXwpnakmwJ239F,2020-02-29,74
La Zona,Bad Bunny,0.81,0.801,YHLQMDLG,https://api.spotify.com/v1/tracks/5kqNIqFjijuzvVLhuY9B8j,2020-02-29,68
Yo Perreo Sola,Bad Bunny,0.453,0.758,YHLQMDLG,https://api.spotify.com/v1/tracks/0SqqAgdovOE24BzxIClpjw,2020-02-29,69
Fantasias,"Rauw Alejandro, Farruko",0.788,0.703,Fantasias,https://api.spotify.com/v1/tracks/6mAN61JH0dzyZpWslS11jy,2019-08-29,71
Velitas,"Darell, Brytiago",0.622,0.596,Velitas,https://api.spotify.com/v1/tracks/7q3NthaBqFI6s0WnAlnIvq,2019-07-12,70
LA CANCIÓN,"J Balvin, Bad Bunny",0.429,0.646,OASIS,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,2019-06-28,82
QUE PRETENDES,"J Balvin, Bad Bunny",0.933,0.791,OASIS,https://api.spotify.com/v1/tracks/25ZAibhr3bdlMCLmubZDVt,2019-06-28,75
Callaita,"Bad Bunny, Tainy",0.244,0.624,Callaita,https://api.spotify.com/v1/tracks/2TH65lNHgvLxCKXM3apjxI,2019-05-31,72
Con Altura,"ROSALÍA, J Balvin, El Guincho",0.746,0.689,Con Altura,https://api.spotify.com/v1/tracks/2qG5sZ7Si6sdK74qLxedYM,2019-03-28,69
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",0.553,0.647,Verte Ir,https://api.spotify.com/v1/tracks/4lzxJ4jCuFDXXGkE1LmpKR,2019-03-28,69
Mayores,"Becky G, Bad Bunny",0.874,0.836,MALA SANTA,https://api.spotify.com/v1/tracks/2AY1UAimvTqjJC8vDJsOyy,2019-10-18,70
512,"Mora, JHAYCO",0.695,0.673,Primer Dia de Clases,https://api.spotify.com/v1/tracks/5jzEwSyyymBlf1fa1o39T2,2021-02-05,74
Ay Vamos,J Balvin,0.92,0.711,La Familia B Sides,https://api.spotify.com/v1/tracks/6Ges5C2IE738iJh4HyQizQ,2014-09-12,72
Borro Cassette,Maluma,0.785,0.701,"Pretty Boy, Dirty Boy",https://api.spotify.com/v1/tracks/6DUdDIRgLqCGq1DwkNWQTN,2015-10-30,82
6 AM,"J Balvin, Farruko",0.733,0.746,La Familia,https://api.spotify.com/v1/tracks/3uvypVUsiIr1B0BccIcsEh,2013-09-29,69
Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",0.676,0.681,Sensualidad,https://api.spotify.com/v1/tracks/5hcisvFMidkMJlElTO9Qmw,2017-11-03,69
Sigue Bailandome,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",0.682,0.69,Sigue Bailandome,https://api.spotify.com/v1/tracks/0GmiGIxXDNrePrHBpijYDp,2018-10-19,70
No Es Justo,"J Balvin, Zion & Lennox",0.724,0.812,Vibras,https://api.spotify.com/v1/tracks/5qFeMRz4TvetPmzjre9Dq7,2018-05-25,69
Una Vez,"Bad Bunny, Mora",0.543,0.598,YHLQMDLG,https://api.spotify.com/v1/tracks/5J7teKIJGtqVypgYI6sqXj,2020-02-29,74
Una Locura,"Ozuna, J Balvin, Chencho Corleone",0.906,0.761,ENOC,https://api.spotify.com/v1/tracks/5y7DaS3jAc9eZzcSOoUIwU,2020-09-04,69
Bandido,"Myke Towers, Juhn",0.682,0.617,Bandido,https://api.spotify.com/v1/tracks/1xK1Gg9SxG8fy2Ya373oqb,2020-12-10,70
UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",0.961,0.675,OASIS,https://api.spotify.com/v1/tracks/7hynhxDoDpgMIV12JuVtNa,2019-06-28,75
EL MAKINON,"KAROL G, Mariah Angeliq",0.443,0.706,KG0516,https://api.spotify.com/v1/tracks/2FSGUA0gFgGeQdprjtGM2M,2021-03-26,70
Pepas,Farruko,0.442,0.766,Pepas,https://api.spotify.com/v1/tracks/5fwSHlTEWpluwOM0Sxnh5k,2021-06-24,76
ALMAS GEMELAS,Myke Towers,0.716,0.745,ALMAS GEMELAS,https://api.spotify.com/v1/tracks/2KcNrONbZ0hvBPjvrDO2tx,2021-07-22,69
Bichiyal,"Bad Bunny, Yaviah",0.662,0.766,YHLQMDLG,https://api.spotify.com/v1/tracks/4j4w4CXm6BSr0s25wAWrrX,2020-02-29,70
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",0.138,0.703,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),https://api.spotify.com/v1/tracks/4gzsuuZypVbxs0Af1LSZyB,2021-10-05,70
MAMIII,"Becky G, KAROL G",0.899,0.7,MAMIII,https://api.spotify.com/v1/tracks/1ri9ZUkBJVFUdgwzCnfcYs,2022-02-10,69
Desesperados,"Rauw Alejandro, Chencho Corleone",0.511,0.694,Desesperados,https://api.spotify.com/v1/tracks/6ZOcbKub95XSDESsKKuH41,2021-12-11,68
Te Felicito,"Shakira, Rauw Alejandro",0.575,0.636,Te Felicito,https://api.spotify.com/v1/tracks/2rurDawMfoKP4uHyb2kJBt,2022-04-21,70
Después de la Playa,Bad Bunny,0.607,0.903,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/1dm6z1fWB0cErMszU25dy2,2022-05-06,71
Moscow Mule,Bad Bunny,0.292,0.674,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/6Xom58OOXk2SoU711L2IXO,2022-05-06,79
Agosto,Bad Bunny,0.724,0.584,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/0wihfILRNOwE2156Shezc8,2022-05-06,71
Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",0.342,0.673,Yo Te Quiero Pa Mi,https://api.spotify.com/v1/tracks/17I27VXKtqXJHL6ReaG0eS,2022-02-09,70
GATÚBELA,"KAROL G, Maldy",0.342,0.858,GATÚBELA,https://api.spotify.com/v1/tracks/1ga4PztXOIw1yBbdUt2X8v,2022-08-26,68
¿Qué Nos Pasó?,Anuel AA,0.298,0.694,¿Qué Nos Pasó?,https://api.spotify.com/v1/tracks/7k3qWn8D43a5ISa3x8lJux,2022-05-26,71
Sexo Virtual,Rauw Alejandro,0.425,0.739,VICE VERSA,https://api.spotify.com/v1/tracks/1lV3QHHMAQt0Kc1ioZq2MP,2021-12-10,70
Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",0.604,0.846,Nostálgico,https://api.spotify.com/v1/tracks/2BEcap3xJtmiPaHKyfQi4e,2021-09-08,70
La Bebe - Remix,"Yng Lvcas, Peso Pluma",0.559,0.479,La Bebe (Remix),https://api.spotify.com/v1/tracks/2UW7JaomAMuX9pZrjVpHAU,2023-03-17,79
QUEMA,"Ryan Castro, Peso Pluma, SOG",0.916,0.892,QUEMA,https://api.spotify.com/v1/tracks/2hn2zOA2XFlv6DSmesylrL,2023-07-13,74
LALA,Myke Towers,0.607,0.737,LA VIDA ES UNA,https://api.spotify.com/v1/tracks/7ABLbnD53cQK00mhcaOUVG,2023-03-23,82
Lollipop,Darell,0.934,0.711,EVERYBODY GO TO THE DISCOTEK,https://api.spotify.com/v1/tracks/3cDyocF0Ibdfs1SFQk5cLZ,2023-07-28,71
Pa Ti Estoy,"Ozuna, Anuel AA, Chris Jedi",0.903,0.812,Cosmo,https://api.spotify.com/v1/tracks/3j5zNcb0aSk7dx3W3mAKzw,2023-11-17,72
Corazón Roto - Remix,"Brray, JHAYCO, Ryan Castro",0.796,0.794,Corazón Roto (Remix),https://api.spotify.com/v1/tracks/6k5wiT5l9DK8iZmhvEvoqo,2023-04-07,69
El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",0.931,0.769,El Efecto (Remix),https://api.spotify.com/v1/tracks/74j34STf8L6uADnTN69ohv,2019-12-13,68
BELLAKEO,"Peso Pluma, Anitta",0.463,0.88,BELLAKEO,https://api.spotify.com/v1/tracks/05WVKTdZhlIMX4qqMLuo0f,2023-12-07,75
Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",0.774,0.672,Si Se da Remix,https://api.spotify.com/v1/tracks/6K5BsR04ijf3FHNzjbaagD,2019-08-02,72
Nada,"Cazzu, Lyanno, Rauw Alejandro, Dalex",0.359,0.543,Error 93,https://api.spotify.com/v1/tracks/7DOh0tBGnyMt6C5OO7o8Yq,2019-06-03,71
Santa,"Rvssian, Rauw Alejandro, Ayra Starr",0.648,0.709,Santa,https://api.spotify.com/v1/tracks/5bi0gh89wRuH2OgjdAKFsb,2024-04-04,79
Guay,"Ozuna, Bad Gyal",0.594,0.766,Guay,https://api.spotify.com/v1/tracks/1S3SAFqLBWk3HaR5UyXp43,2024-04-18,69
HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",0.641,0.671,KrING,https://api.spotify.com/v1/tracks/4PEfJZpVjdclfzZ9XO8uDw,2019-10-04,69
BBY BOO - REMIX,"iZaak, JHAYCO, Anuel AA",0.486,0.617,BBY BOO (REMIX),https://api.spotify.com/v1/tracks/43PiEypaceH339CSNiggyj,2024-03-27,75
SI NO ES CONTIGO,Cris Mj,0.78,0.626,SI NO ES CONTIGO,https://api.spotify.com/v1/tracks/5Uptvz6j1sjDKxidAcnH2L,2024-05-23,85
Gata Only,"FloyyMenor, Cris Mj",0.669,0.499,Gata Only,https://api.spotify.com/v1/tracks/6XjDF6nds4DE2BBbagZol6,2024-02-02,87
ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",0.578,0.476,ELOVRGA,https://api.spotify.com/v1/tracks/2TJKY0WSFufZOzbRNgl6zE,2023-08-18,75
Porno,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",0.523,0.71,The Academy,https://api.spotify.com/v1/tracks/34ZngZgo8xicbt1EE8Ob8Z,2019-10-11,70
Que Se Cuide,"Luis R Conriquez, Joel De La P, Chimbala",0.95,0.779,Que Se Cuide,https://api.spotify.com/v1/tracks/22jhscHs2DoVqKG5vKJytQ,2024-05-04,71
Mejores Jordans,"Victor Mendivil, Oscar Maydon",0.271,0.583,Mejores Jordans,https://api.spotify.com/v1/tracks/1cZHUhGz7xJ8c4szDipipd,2024-07-30,83
APAGA EL CEL,"FloyyMenor, Lewis Somes",0.476,0.496,EL COMIENZO,https://api.spotify.com/v1/tracks/0ZS96pPRLyGUViVi5PWCAR,2024-08-09,76
LUNA,"Feid, ATL Jacob",0.446,0.86,FERXXOCALIPSIS,https://api.spotify.com/v1/tracks/7bywjHOc0wSjGGbj04XbVi,2023-12-01,88
TU TA RICA,"FloyyMenor, Lewis Somes",0.606,0.507,EL COMIENZO,https://api.spotify.com/v1/tracks/27bcRgu0wnDteieWlLCxc8,2024-08-09,76
Parado no Bailão,"MC L da Vinte, MC Gury",0.478,0.599,Parado no Bailão,https://api.spotify.com/v1/tracks/3Hb9kUdm4yf839Fle4RIdT,2018-07-23,73
Se Voce Nao Quer Passa a Vez,"Mc Delux, DJ Guih Da ZO",0.614,0.827,Se Voce Nao Quer Passa a Vez,https://api.spotify.com/v1/tracks/7snnTlaWaN39nfN1PhUaT8,2022-03-22,70
BRAZILIAN DANÇA PHONK,"6YNTHMANE, RXDXVIL",0.386,0.99,BRAZILIAN DANÇA PHONK,https://api.spotify.com/v1/tracks/6yVjjQA31SLM1kc4j5jPwF,2023-05-12,72
Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",0.679,0.413,Faz um Vuk Vuk (Teto Espelhado),https://api.spotify.com/v1/tracks/64CovjRwInpOJW4PiGMprY,2023-07-20,72
Te Maceto Depois Do Baile,"DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf",0.758,0.789,Te Maceto Depois Do Baile,https://api.spotify.com/v1/tracks/448158cOtdLyR59DJnzpON,2024-05-14,69
MTG QUEM NÃO QUER SOU EU,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",0.443,0.427,MTG QUEM NÃO QUER SOU EU,https://api.spotify.com/v1/tracks/6RjSXi9cPGroetXeNsWFGL,2024-05-10,77
Ela Joga na Hora,"Mc Pogba, DJ Guih Da ZO",0.843,0.669,Ela Joga na Hora,https://api.spotify.com/v1/tracks/6hZGsChumRhWG24OEh698c,2024-03-28,78
THE BOX MEDLEY FUNK 2,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",0.839,0.687,THE BOX MEDLEY FUNK 2,https://api.spotify.com/v1/tracks/7IFsTX5H1sWcEl8joV0IdD,2024-04-18,78
Louca Encubada,"Dj Samir, Rodricci, Launch13",0.713,0.955,Louca Encubada,https://api.spotify.com/v1/tracks/5pvVt1ak0vsGRE0Hl4kudu,2023-10-13,71
DANÇA PRA ME PROVOCAR,"DJ JOÃO PEREIRA, MC Koringa",0.892,0.582,DANÇA PRA ME PROVOCAR,https://api.spotify.com/v1/tracks/6zdL0aLZs6g61SPGrlMvrM,2023-09-14,68
Tá OK,"DENNIS, MC Kevin o Chris",0.586,0.96,Tá OK,https://api.spotify.com/v1/tracks/0fABszUFNbNq9IW503Gj8v,2023-05-04,71
WHINE IN BRAZIL FUNK,Ichiss,0.304,0.907,WHINE IN BRAZIL FUNK,https://api.spotify.com/v1/tracks/1Xvs6IKi0O1PWYzzIwxR2Q,2024-07-09,72
TUMBÁTUM,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",0.702,0.59,Baile do Bruxo (DELUXE),https://api.spotify.com/v1/tracks/24R0oyjvhV4HIFFvoK3XkP,2023-12-22,70
Onlar Anlamaz Halden,Semicenk,0.181,0.327,Geçiyor Zaman,https://api.spotify.com/v1/tracks/38d47UiHhyu4wdbPYz0ZUB,2024-08-09,75
Geçiyor Zaman,Semicenk,0.427,0.729,Geçiyor Zaman,https://api.spotify.com/v1/tracks/3ma4Ef3Bnl3UBOV4ShiMLX,2024-08-09,75
